slice,mask
548_437.nii.gz,mask_341.nii.gz
548_438.nii.gz,mask_375.nii.gz
548_439.nii.gz,mask_629.nii.gz
548_440.nii.gz,mask_820.nii.gz
548_441.nii.gz,mask_412.nii.gz
548_442.nii.gz,mask_297.nii.gz
548_443.nii.gz,mask_384.nii.gz
548_444.nii.gz,mask_449.nii.gz
548_445.nii.gz,mask_613.nii.gz
548_446.nii.gz,mask_190.nii.gz
548_447.nii.gz,mask_238.nii.gz
548_448.nii.gz,mask_690.nii.gz
548_449.nii.gz,mask_479.nii.gz
548_450.nii.gz,mask_469.nii.gz
548_451.nii.gz,mask_884.nii.gz
548_452.nii.gz,mask_206.nii.gz
548_453.nii.gz,mask_4.nii.gz
548_454.nii.gz,mask_828.nii.gz
548_455.nii.gz,mask_319.nii.gz
548_456.nii.gz,mask_128.nii.gz
548_457.nii.gz,mask_874.nii.gz
548_458.nii.gz,mask_172.nii.gz
548_459.nii.gz,mask_798.nii.gz
548_460.nii.gz,mask_342.nii.gz
548_461.nii.gz,mask_756.nii.gz
548_462.nii.gz,mask_763.nii.gz
548_463.nii.gz,mask_220.nii.gz
548_464.nii.gz,mask_442.nii.gz
548_465.nii.gz,mask_605.nii.gz
548_466.nii.gz,mask_795.nii.gz
548_467.nii.gz,mask_453.nii.gz
548_468.nii.gz,mask_336.nii.gz
548_469.nii.gz,mask_99.nii.gz
548_470.nii.gz,mask_127.nii.gz
548_471.nii.gz,mask_456.nii.gz
548_472.nii.gz,mask_973.nii.gz
548_473.nii.gz,mask_860.nii.gz
548_474.nii.gz,mask_889.nii.gz
548_475.nii.gz,mask_810.nii.gz
548_476.nii.gz,mask_727.nii.gz
548_477.nii.gz,mask_492.nii.gz
548_478.nii.gz,mask_664.nii.gz
548_479.nii.gz,mask_917.nii.gz
548_480.nii.gz,mask_113.nii.gz
548_481.nii.gz,mask_944.nii.gz
548_482.nii.gz,mask_78.nii.gz
548_483.nii.gz,mask_27.nii.gz
548_484.nii.gz,mask_725.nii.gz
548_485.nii.gz,mask_257.nii.gz
548_486.nii.gz,mask_960.nii.gz
548_487.nii.gz,mask_7.nii.gz
548_488.nii.gz,mask_259.nii.gz
548_489.nii.gz,mask_235.nii.gz
548_490.nii.gz,mask_385.nii.gz
548_491.nii.gz,mask_831.nii.gz
548_492.nii.gz,mask_389.nii.gz
548_493.nii.gz,mask_678.nii.gz
548_494.nii.gz,mask_257.nii.gz
548_495.nii.gz,mask_884.nii.gz
548_496.nii.gz,mask_706.nii.gz
548_497.nii.gz,mask_150.nii.gz
548_498.nii.gz,mask_230.nii.gz
548_499.nii.gz,mask_890.nii.gz
582_0.nii.gz,mask_902.nii.gz
582_1.nii.gz,mask_617.nii.gz
582_2.nii.gz,mask_636.nii.gz
582_3.nii.gz,mask_152.nii.gz
582_4.nii.gz,mask_52.nii.gz
582_5.nii.gz,mask_373.nii.gz
582_6.nii.gz,mask_776.nii.gz
582_7.nii.gz,mask_381.nii.gz
582_8.nii.gz,mask_835.nii.gz
582_9.nii.gz,mask_810.nii.gz
582_10.nii.gz,mask_441.nii.gz
582_11.nii.gz,mask_725.nii.gz
582_12.nii.gz,mask_135.nii.gz
582_13.nii.gz,mask_317.nii.gz
582_14.nii.gz,mask_266.nii.gz
582_15.nii.gz,mask_276.nii.gz
582_16.nii.gz,mask_2.nii.gz
582_17.nii.gz,mask_173.nii.gz
582_18.nii.gz,mask_234.nii.gz
582_19.nii.gz,mask_236.nii.gz
582_20.nii.gz,mask_137.nii.gz
582_21.nii.gz,mask_478.nii.gz
582_22.nii.gz,mask_154.nii.gz
582_23.nii.gz,mask_253.nii.gz
582_24.nii.gz,mask_74.nii.gz
582_25.nii.gz,mask_121.nii.gz
582_26.nii.gz,mask_357.nii.gz
582_27.nii.gz,mask_409.nii.gz
582_28.nii.gz,mask_568.nii.gz
582_29.nii.gz,mask_461.nii.gz
582_30.nii.gz,mask_363.nii.gz
582_31.nii.gz,mask_35.nii.gz
582_32.nii.gz,mask_897.nii.gz
582_33.nii.gz,mask_6.nii.gz
582_34.nii.gz,mask_998.nii.gz
582_35.nii.gz,mask_576.nii.gz
582_36.nii.gz,mask_126.nii.gz
582_37.nii.gz,mask_722.nii.gz
582_38.nii.gz,mask_360.nii.gz
582_39.nii.gz,mask_688.nii.gz
582_40.nii.gz,mask_293.nii.gz
582_41.nii.gz,mask_9.nii.gz
582_42.nii.gz,mask_975.nii.gz
582_43.nii.gz,mask_15.nii.gz
582_44.nii.gz,mask_593.nii.gz
582_45.nii.gz,mask_420.nii.gz
582_46.nii.gz,mask_434.nii.gz
582_47.nii.gz,mask_877.nii.gz
582_48.nii.gz,mask_355.nii.gz
582_49.nii.gz,mask_966.nii.gz
582_50.nii.gz,mask_735.nii.gz
582_51.nii.gz,mask_653.nii.gz
582_52.nii.gz,mask_586.nii.gz
582_53.nii.gz,mask_725.nii.gz
582_54.nii.gz,mask_612.nii.gz
582_55.nii.gz,mask_751.nii.gz
582_56.nii.gz,mask_473.nii.gz
582_57.nii.gz,mask_125.nii.gz
582_58.nii.gz,mask_858.nii.gz
582_59.nii.gz,mask_28.nii.gz
582_60.nii.gz,mask_679.nii.gz
582_61.nii.gz,mask_153.nii.gz
582_62.nii.gz,mask_744.nii.gz
582_63.nii.gz,mask_447.nii.gz
582_64.nii.gz,mask_384.nii.gz
582_65.nii.gz,mask_976.nii.gz
582_66.nii.gz,mask_699.nii.gz
582_67.nii.gz,mask_613.nii.gz
582_68.nii.gz,mask_499.nii.gz
582_69.nii.gz,mask_736.nii.gz
582_70.nii.gz,mask_669.nii.gz
582_71.nii.gz,mask_272.nii.gz
582_72.nii.gz,mask_341.nii.gz
582_73.nii.gz,mask_685.nii.gz
582_74.nii.gz,mask_13.nii.gz
582_75.nii.gz,mask_663.nii.gz
582_76.nii.gz,mask_459.nii.gz
582_77.nii.gz,mask_337.nii.gz
582_78.nii.gz,mask_211.nii.gz
582_79.nii.gz,mask_791.nii.gz
582_80.nii.gz,mask_48.nii.gz
582_81.nii.gz,mask_537.nii.gz
582_82.nii.gz,mask_405.nii.gz
582_83.nii.gz,mask_730.nii.gz
582_84.nii.gz,mask_899.nii.gz
582_85.nii.gz,mask_261.nii.gz
582_86.nii.gz,mask_436.nii.gz
582_87.nii.gz,mask_355.nii.gz
582_88.nii.gz,mask_432.nii.gz
582_89.nii.gz,mask_302.nii.gz
582_90.nii.gz,mask_558.nii.gz
582_91.nii.gz,mask_43.nii.gz
582_92.nii.gz,mask_537.nii.gz
582_93.nii.gz,mask_21.nii.gz
582_94.nii.gz,mask_374.nii.gz
582_95.nii.gz,mask_525.nii.gz
582_96.nii.gz,mask_142.nii.gz
582_97.nii.gz,mask_163.nii.gz
582_98.nii.gz,mask_590.nii.gz
582_99.nii.gz,mask_85.nii.gz
582_100.nii.gz,mask_729.nii.gz
582_101.nii.gz,mask_593.nii.gz
582_102.nii.gz,mask_278.nii.gz
582_103.nii.gz,mask_915.nii.gz
582_104.nii.gz,mask_80.nii.gz
582_105.nii.gz,mask_576.nii.gz
582_106.nii.gz,mask_876.nii.gz
582_107.nii.gz,mask_805.nii.gz
582_108.nii.gz,mask_624.nii.gz
582_109.nii.gz,mask_503.nii.gz
582_110.nii.gz,mask_129.nii.gz
582_111.nii.gz,mask_177.nii.gz
582_112.nii.gz,mask_32.nii.gz
582_113.nii.gz,mask_911.nii.gz
582_114.nii.gz,mask_159.nii.gz
582_115.nii.gz,mask_444.nii.gz
582_116.nii.gz,mask_598.nii.gz
582_117.nii.gz,mask_906.nii.gz
582_118.nii.gz,mask_123.nii.gz
582_119.nii.gz,mask_718.nii.gz
582_120.nii.gz,mask_743.nii.gz
582_121.nii.gz,mask_418.nii.gz
582_122.nii.gz,mask_539.nii.gz
582_123.nii.gz,mask_816.nii.gz
582_124.nii.gz,mask_914.nii.gz
582_125.nii.gz,mask_608.nii.gz
582_126.nii.gz,mask_10.nii.gz
582_127.nii.gz,mask_538.nii.gz
582_128.nii.gz,mask_855.nii.gz
582_129.nii.gz,mask_730.nii.gz
582_130.nii.gz,mask_382.nii.gz
582_131.nii.gz,mask_789.nii.gz
582_132.nii.gz,mask_707.nii.gz
582_133.nii.gz,mask_15.nii.gz
582_134.nii.gz,mask_486.nii.gz
582_135.nii.gz,mask_725.nii.gz
582_136.nii.gz,mask_445.nii.gz
582_137.nii.gz,mask_344.nii.gz
582_138.nii.gz,mask_671.nii.gz
582_139.nii.gz,mask_717.nii.gz
582_140.nii.gz,mask_825.nii.gz
582_141.nii.gz,mask_35.nii.gz
582_142.nii.gz,mask_746.nii.gz
582_143.nii.gz,mask_790.nii.gz
582_144.nii.gz,mask_663.nii.gz
582_145.nii.gz,mask_101.nii.gz
582_146.nii.gz,mask_502.nii.gz
582_147.nii.gz,mask_30.nii.gz
582_148.nii.gz,mask_495.nii.gz
582_149.nii.gz,mask_338.nii.gz
582_150.nii.gz,mask_912.nii.gz
582_151.nii.gz,mask_909.nii.gz
582_152.nii.gz,mask_454.nii.gz
582_153.nii.gz,mask_713.nii.gz
582_154.nii.gz,mask_952.nii.gz
582_155.nii.gz,mask_844.nii.gz
582_156.nii.gz,mask_221.nii.gz
582_157.nii.gz,mask_675.nii.gz
582_158.nii.gz,mask_199.nii.gz
582_159.nii.gz,mask_476.nii.gz
582_160.nii.gz,mask_595.nii.gz
582_161.nii.gz,mask_393.nii.gz
582_162.nii.gz,mask_430.nii.gz
582_163.nii.gz,mask_765.nii.gz
582_164.nii.gz,mask_471.nii.gz
582_165.nii.gz,mask_123.nii.gz
582_166.nii.gz,mask_311.nii.gz
582_167.nii.gz,mask_777.nii.gz
582_168.nii.gz,mask_200.nii.gz
582_169.nii.gz,mask_661.nii.gz
582_170.nii.gz,mask_877.nii.gz
582_171.nii.gz,mask_687.nii.gz
582_172.nii.gz,mask_534.nii.gz
582_173.nii.gz,mask_645.nii.gz
582_174.nii.gz,mask_974.nii.gz
582_175.nii.gz,mask_96.nii.gz
582_176.nii.gz,mask_687.nii.gz
582_177.nii.gz,mask_164.nii.gz
582_178.nii.gz,mask_146.nii.gz
582_179.nii.gz,mask_258.nii.gz
582_180.nii.gz,mask_597.nii.gz
582_181.nii.gz,mask_836.nii.gz
582_182.nii.gz,mask_663.nii.gz
582_183.nii.gz,mask_508.nii.gz
582_184.nii.gz,mask_600.nii.gz
582_185.nii.gz,mask_201.nii.gz
582_186.nii.gz,mask_288.nii.gz
582_187.nii.gz,mask_786.nii.gz
582_188.nii.gz,mask_463.nii.gz
582_189.nii.gz,mask_897.nii.gz
582_190.nii.gz,mask_605.nii.gz
582_191.nii.gz,mask_623.nii.gz
582_192.nii.gz,mask_902.nii.gz
582_193.nii.gz,mask_552.nii.gz
582_194.nii.gz,mask_82.nii.gz
582_195.nii.gz,mask_225.nii.gz
582_196.nii.gz,mask_384.nii.gz
582_197.nii.gz,mask_50.nii.gz
582_198.nii.gz,mask_428.nii.gz
582_199.nii.gz,mask_319.nii.gz
582_200.nii.gz,mask_414.nii.gz
582_201.nii.gz,mask_548.nii.gz
582_202.nii.gz,mask_145.nii.gz
582_203.nii.gz,mask_14.nii.gz
582_204.nii.gz,mask_754.nii.gz
582_205.nii.gz,mask_26.nii.gz
582_206.nii.gz,mask_683.nii.gz
582_207.nii.gz,mask_493.nii.gz
582_208.nii.gz,mask_401.nii.gz
582_209.nii.gz,mask_828.nii.gz
582_210.nii.gz,mask_350.nii.gz
582_211.nii.gz,mask_679.nii.gz
582_212.nii.gz,mask_90.nii.gz
582_213.nii.gz,mask_593.nii.gz
582_214.nii.gz,mask_63.nii.gz
582_215.nii.gz,mask_811.nii.gz
582_216.nii.gz,mask_680.nii.gz
582_217.nii.gz,mask_255.nii.gz
582_218.nii.gz,mask_552.nii.gz
582_219.nii.gz,mask_505.nii.gz
582_220.nii.gz,mask_488.nii.gz
582_221.nii.gz,mask_57.nii.gz
582_222.nii.gz,mask_245.nii.gz
582_223.nii.gz,mask_956.nii.gz
582_224.nii.gz,mask_592.nii.gz
582_225.nii.gz,mask_137.nii.gz
582_226.nii.gz,mask_263.nii.gz
582_227.nii.gz,mask_539.nii.gz
582_228.nii.gz,mask_215.nii.gz
582_229.nii.gz,mask_653.nii.gz
582_230.nii.gz,mask_193.nii.gz
582_231.nii.gz,mask_649.nii.gz
582_232.nii.gz,mask_94.nii.gz
582_233.nii.gz,mask_385.nii.gz
582_234.nii.gz,mask_755.nii.gz
582_235.nii.gz,mask_223.nii.gz
582_236.nii.gz,mask_332.nii.gz
582_237.nii.gz,mask_341.nii.gz
582_238.nii.gz,mask_204.nii.gz
582_239.nii.gz,mask_758.nii.gz
582_240.nii.gz,mask_271.nii.gz
582_241.nii.gz,mask_39.nii.gz
582_242.nii.gz,mask_93.nii.gz
582_243.nii.gz,mask_606.nii.gz
582_244.nii.gz,mask_539.nii.gz
582_245.nii.gz,mask_280.nii.gz
582_246.nii.gz,mask_450.nii.gz
582_247.nii.gz,mask_97.nii.gz
582_248.nii.gz,mask_163.nii.gz
582_249.nii.gz,mask_52.nii.gz
582_250.nii.gz,mask_679.nii.gz
582_251.nii.gz,mask_833.nii.gz
582_252.nii.gz,mask_48.nii.gz
582_253.nii.gz,mask_293.nii.gz
582_254.nii.gz,mask_206.nii.gz
582_255.nii.gz,mask_553.nii.gz
582_256.nii.gz,mask_515.nii.gz
582_257.nii.gz,mask_875.nii.gz
582_258.nii.gz,mask_282.nii.gz
582_259.nii.gz,mask_334.nii.gz
582_260.nii.gz,mask_436.nii.gz
582_261.nii.gz,mask_675.nii.gz
582_262.nii.gz,mask_186.nii.gz
582_263.nii.gz,mask_779.nii.gz
582_264.nii.gz,mask_36.nii.gz
582_265.nii.gz,mask_900.nii.gz
582_266.nii.gz,mask_962.nii.gz
582_267.nii.gz,mask_145.nii.gz
582_268.nii.gz,mask_424.nii.gz
582_269.nii.gz,mask_254.nii.gz
582_270.nii.gz,mask_910.nii.gz
582_271.nii.gz,mask_341.nii.gz
582_272.nii.gz,mask_133.nii.gz
582_273.nii.gz,mask_278.nii.gz
582_274.nii.gz,mask_409.nii.gz
582_275.nii.gz,mask_553.nii.gz
582_276.nii.gz,mask_878.nii.gz
582_277.nii.gz,mask_397.nii.gz
582_278.nii.gz,mask_990.nii.gz
582_279.nii.gz,mask_18.nii.gz
582_280.nii.gz,mask_489.nii.gz
582_281.nii.gz,mask_884.nii.gz
582_282.nii.gz,mask_48.nii.gz
582_283.nii.gz,mask_874.nii.gz
582_284.nii.gz,mask_928.nii.gz
582_285.nii.gz,mask_653.nii.gz
582_286.nii.gz,mask_142.nii.gz
582_287.nii.gz,mask_944.nii.gz
582_288.nii.gz,mask_629.nii.gz
582_289.nii.gz,mask_777.nii.gz
582_290.nii.gz,mask_994.nii.gz
582_291.nii.gz,mask_370.nii.gz
582_292.nii.gz,mask_932.nii.gz
582_293.nii.gz,mask_482.nii.gz
582_294.nii.gz,mask_765.nii.gz
582_295.nii.gz,mask_4.nii.gz
582_296.nii.gz,mask_140.nii.gz
582_297.nii.gz,mask_598.nii.gz
582_298.nii.gz,mask_886.nii.gz
582_299.nii.gz,mask_898.nii.gz
582_300.nii.gz,mask_136.nii.gz
582_301.nii.gz,mask_549.nii.gz
582_302.nii.gz,mask_158.nii.gz
582_303.nii.gz,mask_156.nii.gz
582_304.nii.gz,mask_364.nii.gz
582_305.nii.gz,mask_931.nii.gz
582_306.nii.gz,mask_522.nii.gz
582_307.nii.gz,mask_345.nii.gz
582_308.nii.gz,mask_148.nii.gz
582_309.nii.gz,mask_26.nii.gz
582_310.nii.gz,mask_762.nii.gz
582_311.nii.gz,mask_539.nii.gz
582_312.nii.gz,mask_873.nii.gz
582_313.nii.gz,mask_362.nii.gz
582_314.nii.gz,mask_54.nii.gz
582_315.nii.gz,mask_546.nii.gz
582_316.nii.gz,mask_351.nii.gz
582_317.nii.gz,mask_241.nii.gz
582_318.nii.gz,mask_58.nii.gz
582_319.nii.gz,mask_772.nii.gz
582_320.nii.gz,mask_182.nii.gz
582_321.nii.gz,mask_873.nii.gz
582_322.nii.gz,mask_898.nii.gz
582_323.nii.gz,mask_611.nii.gz
582_324.nii.gz,mask_653.nii.gz
582_325.nii.gz,mask_400.nii.gz
582_326.nii.gz,mask_895.nii.gz
582_327.nii.gz,mask_1.nii.gz
582_328.nii.gz,mask_852.nii.gz
582_329.nii.gz,mask_825.nii.gz
582_330.nii.gz,mask_993.nii.gz
582_331.nii.gz,mask_256.nii.gz
582_332.nii.gz,mask_730.nii.gz
582_333.nii.gz,mask_872.nii.gz
582_334.nii.gz,mask_529.nii.gz
582_335.nii.gz,mask_764.nii.gz
582_336.nii.gz,mask_391.nii.gz
582_337.nii.gz,mask_951.nii.gz
582_338.nii.gz,mask_919.nii.gz
582_339.nii.gz,mask_626.nii.gz
582_340.nii.gz,mask_605.nii.gz
582_341.nii.gz,mask_393.nii.gz
582_342.nii.gz,mask_123.nii.gz
582_343.nii.gz,mask_795.nii.gz
582_344.nii.gz,mask_777.nii.gz
582_345.nii.gz,mask_75.nii.gz
582_346.nii.gz,mask_805.nii.gz
582_347.nii.gz,mask_131.nii.gz
582_348.nii.gz,mask_635.nii.gz
582_349.nii.gz,mask_231.nii.gz
582_350.nii.gz,mask_48.nii.gz
582_351.nii.gz,mask_642.nii.gz
582_352.nii.gz,mask_399.nii.gz
582_353.nii.gz,mask_838.nii.gz
582_354.nii.gz,mask_401.nii.gz
582_355.nii.gz,mask_403.nii.gz
582_356.nii.gz,mask_690.nii.gz
582_357.nii.gz,mask_490.nii.gz
582_358.nii.gz,mask_80.nii.gz
582_359.nii.gz,mask_887.nii.gz
582_360.nii.gz,mask_441.nii.gz
582_361.nii.gz,mask_456.nii.gz
582_362.nii.gz,mask_946.nii.gz
582_363.nii.gz,mask_702.nii.gz
582_364.nii.gz,mask_417.nii.gz
582_365.nii.gz,mask_140.nii.gz
582_366.nii.gz,mask_497.nii.gz
582_367.nii.gz,mask_816.nii.gz
582_368.nii.gz,mask_918.nii.gz
582_369.nii.gz,mask_563.nii.gz
582_370.nii.gz,mask_763.nii.gz
582_371.nii.gz,mask_391.nii.gz
582_372.nii.gz,mask_867.nii.gz
582_373.nii.gz,mask_932.nii.gz
582_374.nii.gz,mask_573.nii.gz
582_375.nii.gz,mask_727.nii.gz
582_376.nii.gz,mask_960.nii.gz
582_377.nii.gz,mask_236.nii.gz
582_378.nii.gz,mask_493.nii.gz
582_379.nii.gz,mask_105.nii.gz
582_380.nii.gz,mask_384.nii.gz
582_381.nii.gz,mask_552.nii.gz
582_382.nii.gz,mask_289.nii.gz
582_383.nii.gz,mask_471.nii.gz
582_384.nii.gz,mask_722.nii.gz
582_385.nii.gz,mask_32.nii.gz
582_386.nii.gz,mask_350.nii.gz
582_387.nii.gz,mask_210.nii.gz
582_388.nii.gz,mask_742.nii.gz
582_389.nii.gz,mask_648.nii.gz
582_390.nii.gz,mask_972.nii.gz
582_391.nii.gz,mask_317.nii.gz
582_392.nii.gz,mask_164.nii.gz
582_393.nii.gz,mask_749.nii.gz
582_394.nii.gz,mask_576.nii.gz
582_395.nii.gz,mask_596.nii.gz
582_396.nii.gz,mask_347.nii.gz
582_397.nii.gz,mask_278.nii.gz
582_398.nii.gz,mask_329.nii.gz
582_399.nii.gz,mask_292.nii.gz
582_400.nii.gz,mask_186.nii.gz
582_401.nii.gz,mask_866.nii.gz
582_402.nii.gz,mask_245.nii.gz
582_403.nii.gz,mask_54.nii.gz
582_404.nii.gz,mask_428.nii.gz
582_405.nii.gz,mask_591.nii.gz
582_406.nii.gz,mask_44.nii.gz
582_407.nii.gz,mask_963.nii.gz
582_408.nii.gz,mask_356.nii.gz
582_409.nii.gz,mask_488.nii.gz
582_410.nii.gz,mask_121.nii.gz
582_411.nii.gz,mask_646.nii.gz
582_412.nii.gz,mask_227.nii.gz
582_413.nii.gz,mask_653.nii.gz
582_414.nii.gz,mask_789.nii.gz
582_415.nii.gz,mask_97.nii.gz
582_416.nii.gz,mask_73.nii.gz
582_417.nii.gz,mask_743.nii.gz
582_418.nii.gz,mask_497.nii.gz
582_419.nii.gz,mask_920.nii.gz
582_420.nii.gz,mask_203.nii.gz
582_421.nii.gz,mask_175.nii.gz
582_422.nii.gz,mask_18.nii.gz
582_423.nii.gz,mask_550.nii.gz
582_424.nii.gz,mask_827.nii.gz
582_425.nii.gz,mask_596.nii.gz
582_426.nii.gz,mask_875.nii.gz
582_427.nii.gz,mask_430.nii.gz
582_428.nii.gz,mask_774.nii.gz
582_429.nii.gz,mask_177.nii.gz
582_430.nii.gz,mask_657.nii.gz
582_431.nii.gz,mask_653.nii.gz
582_432.nii.gz,mask_767.nii.gz
582_433.nii.gz,mask_565.nii.gz
582_434.nii.gz,mask_181.nii.gz
582_435.nii.gz,mask_225.nii.gz
582_436.nii.gz,mask_627.nii.gz
582_437.nii.gz,mask_90.nii.gz
582_438.nii.gz,mask_545.nii.gz
582_439.nii.gz,mask_954.nii.gz
582_440.nii.gz,mask_13.nii.gz
582_441.nii.gz,mask_713.nii.gz
582_442.nii.gz,mask_589.nii.gz
582_443.nii.gz,mask_761.nii.gz
582_444.nii.gz,mask_16.nii.gz
582_445.nii.gz,mask_596.nii.gz
582_446.nii.gz,mask_94.nii.gz
582_447.nii.gz,mask_490.nii.gz
582_448.nii.gz,mask_91.nii.gz
582_449.nii.gz,mask_867.nii.gz
582_450.nii.gz,mask_858.nii.gz
582_451.nii.gz,mask_942.nii.gz
582_452.nii.gz,mask_657.nii.gz
582_453.nii.gz,mask_192.nii.gz
582_454.nii.gz,mask_368.nii.gz
582_455.nii.gz,mask_523.nii.gz
582_456.nii.gz,mask_653.nii.gz
582_457.nii.gz,mask_990.nii.gz
582_458.nii.gz,mask_403.nii.gz
582_459.nii.gz,mask_202.nii.gz
582_460.nii.gz,mask_687.nii.gz
582_461.nii.gz,mask_251.nii.gz
582_462.nii.gz,mask_752.nii.gz
582_463.nii.gz,mask_277.nii.gz
582_464.nii.gz,mask_536.nii.gz
582_465.nii.gz,mask_517.nii.gz
582_466.nii.gz,mask_583.nii.gz
582_467.nii.gz,mask_654.nii.gz
582_468.nii.gz,mask_644.nii.gz
582_469.nii.gz,mask_576.nii.gz
582_470.nii.gz,mask_428.nii.gz
582_471.nii.gz,mask_109.nii.gz
582_472.nii.gz,mask_704.nii.gz
582_473.nii.gz,mask_566.nii.gz
582_474.nii.gz,mask_85.nii.gz
582_475.nii.gz,mask_139.nii.gz
582_476.nii.gz,mask_783.nii.gz
582_477.nii.gz,mask_828.nii.gz
582_478.nii.gz,mask_244.nii.gz
582_479.nii.gz,mask_677.nii.gz
582_480.nii.gz,mask_971.nii.gz
582_481.nii.gz,mask_809.nii.gz
582_482.nii.gz,mask_55.nii.gz
582_483.nii.gz,mask_474.nii.gz
582_484.nii.gz,mask_335.nii.gz
582_485.nii.gz,mask_999.nii.gz
582_486.nii.gz,mask_232.nii.gz
582_487.nii.gz,mask_391.nii.gz
582_488.nii.gz,mask_477.nii.gz
582_489.nii.gz,mask_95.nii.gz
582_490.nii.gz,mask_631.nii.gz
582_491.nii.gz,mask_763.nii.gz
582_492.nii.gz,mask_219.nii.gz
582_493.nii.gz,mask_171.nii.gz
582_494.nii.gz,mask_835.nii.gz
582_495.nii.gz,mask_338.nii.gz
582_496.nii.gz,mask_916.nii.gz
582_497.nii.gz,mask_641.nii.gz
582_498.nii.gz,mask_62.nii.gz
582_499.nii.gz,mask_273.nii.gz
591_0.nii.gz,mask_179.nii.gz
591_1.nii.gz,mask_984.nii.gz
591_2.nii.gz,mask_520.nii.gz
591_3.nii.gz,mask_799.nii.gz
591_4.nii.gz,mask_302.nii.gz
591_5.nii.gz,mask_897.nii.gz
591_6.nii.gz,mask_532.nii.gz
591_7.nii.gz,mask_618.nii.gz
591_8.nii.gz,mask_887.nii.gz
591_9.nii.gz,mask_810.nii.gz
591_10.nii.gz,mask_247.nii.gz
591_11.nii.gz,mask_964.nii.gz
591_12.nii.gz,mask_724.nii.gz
591_13.nii.gz,mask_527.nii.gz
591_14.nii.gz,mask_795.nii.gz
591_15.nii.gz,mask_129.nii.gz
591_16.nii.gz,mask_319.nii.gz
591_17.nii.gz,mask_288.nii.gz
591_18.nii.gz,mask_918.nii.gz
591_19.nii.gz,mask_934.nii.gz
591_20.nii.gz,mask_709.nii.gz
591_21.nii.gz,mask_261.nii.gz
591_22.nii.gz,mask_764.nii.gz
591_23.nii.gz,mask_554.nii.gz
591_24.nii.gz,mask_352.nii.gz
591_25.nii.gz,mask_358.nii.gz
591_26.nii.gz,mask_213.nii.gz
591_27.nii.gz,mask_801.nii.gz
591_28.nii.gz,mask_504.nii.gz
591_29.nii.gz,mask_945.nii.gz
591_30.nii.gz,mask_33.nii.gz
591_31.nii.gz,mask_395.nii.gz
591_32.nii.gz,mask_471.nii.gz
591_33.nii.gz,mask_64.nii.gz
591_34.nii.gz,mask_684.nii.gz
591_35.nii.gz,mask_735.nii.gz
591_36.nii.gz,mask_121.nii.gz
591_37.nii.gz,mask_315.nii.gz
591_38.nii.gz,mask_690.nii.gz
591_39.nii.gz,mask_178.nii.gz
591_40.nii.gz,mask_197.nii.gz
591_41.nii.gz,mask_718.nii.gz
591_42.nii.gz,mask_540.nii.gz
591_43.nii.gz,mask_656.nii.gz
591_44.nii.gz,mask_531.nii.gz
591_45.nii.gz,mask_900.nii.gz
591_46.nii.gz,mask_247.nii.gz
591_47.nii.gz,mask_142.nii.gz
591_48.nii.gz,mask_581.nii.gz
591_49.nii.gz,mask_463.nii.gz
591_50.nii.gz,mask_430.nii.gz
591_51.nii.gz,mask_13.nii.gz
591_52.nii.gz,mask_724.nii.gz
591_53.nii.gz,mask_10.nii.gz
591_54.nii.gz,mask_240.nii.gz
591_55.nii.gz,mask_803.nii.gz
591_56.nii.gz,mask_613.nii.gz
591_57.nii.gz,mask_430.nii.gz
591_58.nii.gz,mask_361.nii.gz
591_59.nii.gz,mask_988.nii.gz
591_60.nii.gz,mask_706.nii.gz
591_61.nii.gz,mask_130.nii.gz
591_62.nii.gz,mask_650.nii.gz
591_63.nii.gz,mask_743.nii.gz
591_64.nii.gz,mask_361.nii.gz
591_65.nii.gz,mask_929.nii.gz
591_66.nii.gz,mask_184.nii.gz
591_67.nii.gz,mask_123.nii.gz
591_68.nii.gz,mask_608.nii.gz
591_69.nii.gz,mask_577.nii.gz
591_70.nii.gz,mask_986.nii.gz
591_71.nii.gz,mask_256.nii.gz
591_72.nii.gz,mask_907.nii.gz
591_73.nii.gz,mask_298.nii.gz
591_74.nii.gz,mask_523.nii.gz
591_75.nii.gz,mask_760.nii.gz
591_76.nii.gz,mask_954.nii.gz
591_77.nii.gz,mask_369.nii.gz
591_78.nii.gz,mask_68.nii.gz
591_79.nii.gz,mask_69.nii.gz
591_80.nii.gz,mask_251.nii.gz
591_81.nii.gz,mask_87.nii.gz
591_82.nii.gz,mask_946.nii.gz
591_83.nii.gz,mask_448.nii.gz
591_84.nii.gz,mask_166.nii.gz
591_85.nii.gz,mask_307.nii.gz
591_86.nii.gz,mask_597.nii.gz
591_87.nii.gz,mask_924.nii.gz
591_88.nii.gz,mask_617.nii.gz
591_89.nii.gz,mask_854.nii.gz
591_90.nii.gz,mask_771.nii.gz
591_91.nii.gz,mask_252.nii.gz
591_92.nii.gz,mask_221.nii.gz
591_93.nii.gz,mask_714.nii.gz
591_94.nii.gz,mask_735.nii.gz
591_95.nii.gz,mask_705.nii.gz
591_96.nii.gz,mask_961.nii.gz
591_97.nii.gz,mask_754.nii.gz
591_98.nii.gz,mask_825.nii.gz
591_99.nii.gz,mask_39.nii.gz
591_100.nii.gz,mask_526.nii.gz
591_101.nii.gz,mask_885.nii.gz
591_102.nii.gz,mask_814.nii.gz
